"Id,Hours_Studied,Attendance,Previous_Scores,Tutoring_Sessions,Exam_Score"
"994,16,75,86,0,62"
"995,14,81,58,3,66"
"996,18,95,54,2,70"
"997,31,96,93,3,75"
"998,24,71,91,3,67"
"999,17,78,76,4,66"
"1000,23,82,83,2,71"
"1001,28,98,86,2,75"
"1002,26,100,74,1,72"
"1003,20,69,63,2,64"
"1004,16,89,74,1,65"
"1005,24,75,98,1,67"
"1006,22,60,92,2,63"
"1007,25,60,73,1,62"
"1008,24,78,61,2,69"
"1009,26,80,94,1,70"
"1010,17,61,82,0,63"
"1011,28,87,70,2,71"
"1012,21,72,56,0,63"
"1013,32,82,88,0,71"
"1014,16,72,66,0,63"
"1015,30,67,80,0,68"
"1016,21,76,78,0,65"
"1017,16,69,85,0,66"
"1018,17,81,77,3,66"
"1019,18,68,82,0,66"
"1020,23,80,54,0,65"
"1021,23,66,83,0,66"
"1022,17,87,60,4,67"
"1023,20,90,70,0,68"
"1024,33,64,76,2,68"
"1025,30,79,84,3,69"
"1026,23,63,87,1,64"
"1027,20,84,85,0,67"
"1028,21,71,55,1,63"
"1029,24,81,69,3,67"
"1030,14,81,64,2,64"
"1031,18,97,70,0,66"
"1032,10,82,82,2,65"
"1033,22,83,60,4,68"
"1034,24,76,75,0,66"
"1035,17,98,94,0,71"
"1036,29,91,87,2,74"
"1037,13,71,86,2,65"
"1038,11,94,92,0,68"
"1039,21,77,70,2,68"
"1040,26,93,88,1,72"
"1041,30,93,53,3,74"
"1042,17,68,53,0,61"
"1043,26,88,67,0,65"
"1044,20,72,60,0,63"
"1045,19,72,76,1,66"
"1046,25,72,59,2,66"
"1047,24,89,99,2,73"
"1048,11,69,93,0,63"
"1049,29,60,99,0,68"
"1050,28,89,90,3,73"
"1051,16,67,98,0,63"
"1052,22,64,68,2,65"
"1053,23,70,75,0,66"
"1054,22,75,62,0,65"
"1055,17,79,82,0,66"
"1056,16,62,89,3,65"
"1057,20,99,75,2,70"
"1058,27,89,65,1,70"
"1059,23,73,75,0,68"
"1060,18,73,53,1,64"
"1061,25,78,86,1,68"
"1062,3,85,73,2,62"
"1063,27,66,95,1,68"
"1064,10,68,96,1,61"
"1065,18,94,56,1,69"
"1066,13,70,100,3,65"
"1067,12,75,98,2,65"
"1068,27,95,81,3,72"
"1069,17,87,91,3,70"
"1070,22,74,51,1,65"
"1071,20,87,99,3,69"
"1072,23,61,73,1,65"
"1073,20,89,95,3,69"
"1074,12,79,69,2,65"
"1075,26,93,89,0,72"
"1076,17,98,71,0,70"
"1077,11,97,68,0,64"
"1078,17,96,97,0,67"
"1079,29,80,85,0,69"
"1080,25,74,92,4,70"
"1081,18,79,77,1,65"
"1082,18,88,96,1,69"
"1083,18,95,87,5,74"
"1084,32,68,54,1,66"
"1085,22,97,88,1,72"
"1086,23,93,51,0,67"
"1087,26,99,91,2,75"
"1088,21,95,67,3,70"
"1089,18,71,80,1,63"
"1090,19,64,87,2,65"
"1091,20,64,82,3,64"
"1092,20,72,84,2,65"
"1093,24,85,95,2,70"
"1094,20,92,69,0,67"
"1095,24,96,77,0,67"
"1096,20,85,59,1,68"
"1097,20,60,73,4,65"
"1098,8,67,58,2,61"
"1099,25,64,82,2,63"
"1100,22,75,66,2,80"
"1101,26,80,93,2,69"
"1102,3,62,67,1,55"
"1103,33,74,64,2,70"
"1104,19,67,75,1,26"
"1105,27,86,59,1,68"
"1106,14,79,60,3,64"
"1107,24,80,89,1,69"
"1108,14,77,75,1,89"
"1109,16,98,60,1,67"
"1110,31,69,52,2,92"
"1111,19,81,73,1,67"
"1112,21,89,87,3,70"
"1113,25,82,68,1,68"
"1114,23,97,62,0,70"
"1115,21,75,70,3,67"
"1116,22,79,98,0,69"
"1117,34,64,71,0,67"
"1118,20,84,63,0,69"
"1119,21,72,78,0,63"
"1120,26,66,91,3,69"
"1121,27,82,51,1,66"
"1122,27,81,78,0,68"
"1123,24,63,92,4,69"
"1124,13,88,61,4,66"
"1125,30,85,96,1,72"
"1126,13,68,79,1,62"
"1127,22,79,76,1,67"
"1128,15,89,98,0,67"
"1129,20,81,56,1,67"
"1130,22,76,87,2,65"
"1131,22,73,91,1,67"
"1132,23,84,74,3,66"
"1133,30,98,50,0,70"
"1134,23,87,76,2,71"
"1135,19,63,58,2,64"
"1136,26,78,78,4,69"
"1137,27,96,87,0,72"
"1138,13,64,77,0,60"
"1139,24,100,82,1,71"
"1140,24,98,55,0,71"
"1141,18,63,55,2,66"
"1142,28,97,93,3,74"
"1143,19,75,52,0,64"
"1144,21,94,64,2,68"
"1145,19,77,97,4,66"
"1146,20,78,73,1,65"
"1147,13,85,84,0,64"
"1148,11,91,61,1,65"
"1149,30,61,64,4,69"
"1150,15,84,75,2,68"
"1151,14,67,82,1,62"
"1152,7,74,98,3,63"
"1153,16,74,79,0,65"
"1154,12,79,55,1,62"
"1155,30,73,68,0,35"
"1156,26,64,62,1,64"
"1157,16,66,63,2,61"
"1158,34,61,75,1,65"
"1159,26,79,66,1,67"
"1160,18,98,64,0,70"
"1161,5,65,98,1,59"
"1162,34,98,79,1,75"
"1163,12,89,63,4,67"
"1164,10,85,64,1,64"
"1165,26,86,91,3,72"
"1166,35,93,94,5,76"
"1167,28,64,84,2,69"
"1168,23,80,72,0,65"
"1169,24,88,88,2,72"
"1170,25,83,97,0,69"
"1171,25,93,58,0,71"
"1172,22,63,93,0,64"
"1173,21,88,92,2,74"
"1174,20,81,68,0,68"
"1175,15,75,65,1,66"
"1176,18,74,78,0,65"
"1177,10,85,64,2,67"
"1178,19,96,57,0,69"
"1179,14,80,98,2,66"
"1180,13,93,75,1,69"
"1181,21,76,74,2,67"
"1182,28,64,56,1,64"
"1183,26,62,75,2,67"
"1184,11,62,87,3,61"
"1185,14,75,62,0,61"
"1186,26,73,68,4,68"
"1187,14,89,59,2,66"
"1188,19,90,68,0,66"
"1189,23,62,93,2,68"
"1190,14,69,62,1,63"
"1191,21,71,51,3,66"
"1192,12,82,77,0,66"
"1193,16,66,79,0,66"
"1194,22,65,66,2,65"
"1195,10,98,82,2,69"
"1196,23,92,52,1,71"
"1197,20,67,67,1,66"
"1198,23,76,57,1,66"
"1199,21,74,61,0,65"
"1200,28,92,69,4,71"
"1201,21,80,75,3,30"
"1202,17,65,55,2,61"
"1203,21,90,55,1,70"
"1204,23,76,84,2,70"
"1205,20,71,70,0,65"
"1206,20,75,59,2,64"
"1207,16,80,62,0,68"
"1208,16,74,86,1,63"
"1209,12,70,53,2,63"
"1210,30,76,75,3,71"
"1211,13,61,68,1,58"
"1212,16,91,91,1,68"
"1213,16,67,90,1,65"
"1214,25,62,84,2,65"
"1215,18,86,69,2,68"
"1216,27,91,82,0,69"
"1217,16,93,82,5,71"
"1218,22,80,67,2,65"
"1219,15,68,94,0,64"
"1220,33,89,99,2,75"
"1221,13,88,66,1,67"
"1222,22,70,90,1,68"
"1223,24,96,75,1,72"
"1224,22,64,73,3,67"
"1225,19,99,69,1,72"
"1226,19,94,65,1,69"
"1227,20,88,96,0,68"
"1228,19,98,87,0,70"
"1229,26,89,72,1,69"
"1230,33,68,88,2,67"
"1231,17,78,86,0,63"
"1232,12,63,63,4,61"
"1233,19,76,59,1,66"
"1234,35,90,92,0,73"
"1235,15,75,91,0,67"
"1236,30,73,100,2,72"
"1237,30,84,51,1,69"
"1238,17,95,77,2,69"
"1239,23,62,85,1,63"
"1240,30,75,79,0,67"
"1241,18,66,86,0,63"
"1242,19,88,57,1,66"
"1243,17,64,50,2,62"
"1244,14,87,55,2,68"
"1245,16,71,69,1,65"
"1246,13,68,66,0,59"
"1247,20,97,94,1,72"
"1248,15,61,54,0,63"
"1249,21,78,72,1,68"
"1250,11,61,98,0,61"
"1251,22,79,75,1,65"
"1252,25,80,57,2,68"
"1253,8,73,65,1,61"
"1254,22,65,81,1,63"
"1255,27,75,51,1,67"
"1256,13,87,98,0,66"
"1257,30,91,78,3,75"
"1258,23,81,85,0,68"
"1259,16,84,75,2,65"
"1260,20,68,98,0,64"
"1261,23,71,79,2,67"
"1262,20,66,83,2,64"
"1263,23,70,93,0,67"
"1264,14,69,93,2,63"
"1265,21,81,51,0,67"
"1266,12,83,64,1,65"
"1267,19,98,62,1,70"
"1268,15,68,50,2,62"
"1269,16,86,94,2,69"
"1270,27,93,66,2,70"
"1271,27,82,67,1,68"
"1272,24,70,55,4,68"
"1273,13,71,99,0,64"
"1274,18,62,91,4,63"
"1275,27,72,79,2,68"
"1276,21,90,89,1,67"
"1277,34,62,89,3,68"
"1278,22,69,83,1,66"
"1279,21,88,59,2,67"
"1280,18,91,86,1,69"
"1281,21,78,78,2,68"
"1282,19,88,86,4,70"
"1283,24,76,77,3,68"
"1284,26,66,98,2,66"
"1285,15,76,81,2,67"
"1286,12,83,79,1,65"
"1287,9,98,92,0,67"
"1288,23,63,69,2,63"
"1289,13,80,66,2,64"
"1290,7,73,75,3,64"
"1291,22,80,79,0,66"
"1292,35,61,61,2,68"
"1293,20,73,84,0,67"
"1294,25,93,90,1,72"
"1295,20,82,79,1,67"
"1296,19,78,76,2,66"
"1297,26,71,65,1,66"
"1298,18,72,95,1,67"
"1299,22,75,88,0,65"
"1300,22,93,74,2,70"
"1301,16,99,83,0,69"
"1302,26,78,67,1,69"
"1303,19,76,53,1,66"
"1304,15,94,60,2,66"
"1305,23,77,54,1,67"
"1306,15,82,75,1,67"
"1307,20,69,81,2,67"
"1308,20,90,69,2,72"
"1309,27,81,77,1,68"
"1310,23,92,54,3,70"
"1311,20,91,88,1,69"
"1312,25,69,52,1,65"
"1313,28,89,82,0,72"
"1314,23,92,72,0,69"
"1315,20,74,59,5,68"
"1316,12,67,76,1,62"
"1317,14,60,89,2,60"
"1318,18,78,71,3,67"
"1319,16,74,68,2,67"
"1320,19,82,57,1,67"
"1321,20,68,80,0,63"
"1322,23,94,91,1,71"
"1323,20,70,78,0,66"
"1324,23,69,58,0,65"
"1325,20,79,83,2,69"
"1326,8,80,52,2,63"
"1327,14,69,92,3,64"
"1328,19,71,96,2,67"
"1329,13,67,80,1,62"
"1330,24,89,94,2,68"
"1331,29,91,54,2,71"
"1332,27,78,61,1,66"
"1333,19,89,66,1,69"
"1334,29,89,89,1,71"
"1335,21,66,74,2,66"
"1336,18,99,67,5,72"
"1337,16,93,58,1,70"
"1338,18,68,91,1,65"
"1339,18,67,51,0,64"
"1340,21,65,67,1,63"
"1341,21,66,62,3,32"
"1342,20,90,56,3,66"
"1343,23,79,59,1,68"
"1344,27,91,75,1,74"
"1345,26,90,71,0,71"
"1346,11,84,76,3,67"
"1347,5,87,86,2,66"
"1348,26,61,95,0,67"
"1349,12,72,56,3,62"
"1350,19,86,54,1,68"
"1351,13,60,66,2,62"
"1352,9,61,77,1,82"
"1353,23,94,55,2,70"
"1354,25,87,86,4,72"
"1355,17,71,78,0,64"
"1356,4,88,87,1,66"
"1357,17,92,68,0,68"
"1358,22,72,70,1,64"
"1359,11,61,90,0,61"
"1360,21,97,63,0,69"
"1361,20,74,69,2,68"
"1362,23,64,51,1,64"
"1363,21,80,78,1,67"
"1364,14,91,93,0,67"
"1365,27,69,51,1,65"
"1366,19,71,81,2,68"
"1367,20,70,92,2,67"
"1368,14,100,75,1,67"
"1369,17,68,66,1,64"
"1370,15,83,100,0,70"
"1371,19,97,53,2,69"
"1372,30,66,61,0,66"
"1373,12,99,94,2,69"
"1374,10,98,65,1,66"
"1375,29,95,91,1,73"
"1376,19,69,67,4,66"
"1377,16,85,91,0,69"
"1378,26,90,84,1,70"
"1379,16,99,73,1,71"
"1380,31,67,76,2,70"
"1381,24,91,59,0,69"
"1382,17,74,56,1,63"
"1383,33,67,86,4,71"
"1384,16,77,92,2,67"
"1385,24,92,86,3,73"
"1386,22,79,96,1,68"
"1387,28,82,95,0,69"
"1388,29,100,89,2,76"
"1389,20,76,95,4,68"
"1390,15,85,58,1,65"
"1391,23,75,87,0,66"
"1392,16,76,88,0,65"
"1393,32,88,58,3,69"
"1394,21,98,95,0,71"
"1395,18,82,50,1,66"
"1396,21,91,72,3,69"
"1397,12,64,51,2,59"
"1398,14,68,76,2,65"
"1399,27,80,71,4,72"
"1400,16,61,81,0,60"
"1401,14,70,88,0,64"
"1402,23,81,88,1,69"
"1403,27,61,86,3,70"
"1404,24,71,55,2,67"
"1405,26,81,71,0,67"
"1406,15,83,91,0,64"
"1407,11,97,83,4,68"
"1408,29,86,84,1,72"
"1409,18,77,61,1,65"
"1410,18,97,66,2,70"
"1411,28,91,98,2,75"
"1412,23,68,92,3,65"
"1413,23,65,58,1,63"
"1414,33,87,77,0,71"
"1415,16,82,75,2,66"
"1416,26,92,72,1,69"
"1417,20,90,74,0,68"
"1418,22,85,82,1,71"
"1419,29,99,98,5,77"
"1420,23,81,94,1,70"
"1421,23,65,94,1,66"
"1422,26,93,85,1,73"
"1423,18,70,51,1,62"
"1424,15,91,72,0,65"
"1425,14,98,76,0,71"
"1426,8,88,92,1,66"
"1427,32,84,96,1,72"
"1428,13,78,73,0,64"
"1429,19,75,65,0,63"
"1430,18,74,67,0,63"
"1431,22,85,79,5,72"
"1432,25,90,64,2,71"
"1433,25,87,96,3,72"
"1434,17,68,71,1,65"
"1435,19,80,100,0,67"
"1436,22,92,55,1,68"
"1437,19,79,59,2,66"
"1438,30,81,76,0,72"
"1439,23,91,93,3,71"
"1440,24,86,68,3,70"
"1441,24,76,92,1,68"
"1442,27,96,71,0,72"
"1443,21,67,93,1,66"
"1444,12,100,64,1,69"
"1445,22,65,74,2,65"
"1446,16,61,64,1,62"
"1447,17,96,61,1,69"
"1448,24,70,71,1,65"
"1449,27,89,67,2,69"
"1450,20,92,89,1,69"
"1451,22,94,87,2,73"
"1452,30,100,68,2,75"
"1453,21,72,100,3,70"
"1454,36,88,99,0,74"
"1455,23,65,96,0,65"
"1456,9,76,79,1,63"
"1457,25,94,71,4,74"
"1458,22,75,66,0,67"
"1459,28,84,51,3,71"
"1460,24,80,82,1,68"
"1461,19,86,78,2,69"
"1462,13,99,81,0,71"
"1463,19,62,79,7,66"
"1464,15,83,57,0,65"
"1465,17,95,85,1,66"
"1466,24,79,68,2,65"
"1467,30,63,76,1,67"
"1468,22,82,68,2,70"
"1469,13,73,51,1,63"
"1470,23,66,94,1,64"
"1471,27,94,57,1,71"
"1472,16,81,79,2,68"
"1473,19,97,94,2,72"
"1474,20,92,61,2,71"
"1475,15,88,71,1,64"
"1476,24,60,69,1,64"
"1477,19,77,54,3,66"
"1478,23,68,71,3,68"
"1479,15,96,74,2,68"
"1480,17,67,51,3,65"
"1481,24,71,74,1,67"
"1482,18,81,55,3,64"
"1483,30,71,95,1,70"
"1484,18,68,83,1,65"
"1485,21,84,53,2,65"
"1486,26,64,91,1,68"
"1487,11,62,68,2,61"
"1488,9,75,61,3,63"
"1489,11,89,63,0,65"
"1490,28,82,80,1,69"
"1491,17,77,54,1,64"
"1492,35,83,53,1,69"
"1493,17,75,81,3,30"
"1494,21,97,99,1,74"
"1495,29,62,74,1,66"
"1496,32,87,71,0,72"
"1497,32,96,97,1,73"
"1498,27,92,62,0,73"
"1499,26,67,62,0,63"
"1500,24,72,95,3,69"
"1501,25,89,82,2,71"
"1502,17,63,53,1,63"
"1503,15,92,84,0,69"
"1504,20,89,91,3,72"
"1505,19,89,64,2,68"
"1506,17,64,69,1,62"
"1507,24,89,60,1,68"
"1508,26,87,82,1,71"
"1509,21,93,83,1,67"
"1510,29,62,53,0,65"
"1511,13,61,84,1,60"
"1512,19,75,83,2,68"
"1513,16,66,52,1,59"
"1514,9,82,78,0,64"
"1515,20,97,81,2,71"
"1516,19,76,72,2,68"
"1517,29,94,95,2,70"
"1518,24,60,66,1,62"
"1519,14,67,53,2,62"
"1520,31,61,84,2,68"
"1521,27,73,80,3,68"
"1522,23,96,99,3,74"
"1523,19,64,62,0,61"
"1524,14,84,70,1,67"
"1525,18,78,73,1,65"
"1526,27,98,93,5,98"
"1527,31,65,71,1,65"
"1528,29,68,89,0,67"
"1529,17,61,58,2,61"
"1530,13,77,70,3,64"
"1531,21,71,58,1,64"
"1532,9,95,97,1,67"
"1533,22,84,59,0,69"
"1534,19,85,71,1,69"
"1535,17,81,54,4,67"
"1536,10,64,96,1,62"
"1537,23,78,81,0,66"
"1538,17,100,98,0,72"
"1539,13,93,52,2,67"
"1540,3,96,59,2,66"
"1541,20,93,69,2,67"
"1542,31,64,81,1,67"
"1543,30,69,66,0,68"
"1544,17,60,86,0,63"
"1545,16,72,58,1,62"
"1546,23,64,80,3,65"
"1547,14,79,70,1,65"
"1548,22,87,75,0,70"
"1549,25,95,78,7,73"
"1550,27,90,53,1,73"
"1551,19,98,96,2,68"
"1552,19,62,89,3,63"
"1553,15,60,72,2,62"
"1554,15,86,77,0,69"
"1555,19,72,52,2,66"
"1556,22,70,75,0,68"
"1557,25,73,71,0,67"
"1558,15,71,69,2,65"
"1559,29,80,91,1,70"
"1560,18,78,59,0,64"
"1561,20,80,59,2,65"
"1562,16,87,76,1,67"
"1563,5,75,84,0,62"
"1564,25,70,51,3,66"
"1565,24,67,77,0,68"
"1566,18,74,65,0,64"
"1567,20,90,88,3,69"
"1568,23,90,73,1,69"
"1569,11,87,92,1,67"
"1570,17,69,70,0,61"
"1571,25,84,91,1,70"
"1572,12,83,86,1,65"
"1573,22,79,91,0,66"
"1574,12,82,91,3,66"
"1575,23,80,74,4,69"
"1576,20,83,68,1,67"
"1577,10,89,88,2,71"
"1578,27,64,68,1,68"
"1579,16,90,54,2,67"
"1580,15,65,93,2,63"
"1581,21,63,70,1,64"
"1582,27,99,57,3,73"
"1583,14,98,82,1,69"
"1584,20,62,94,1,65"
"1585,23,78,93,0,70"
"1586,24,67,78,1,67"
"1587,21,79,54,3,67"
"1588,18,93,85,0,70"
"1589,15,98,80,2,69"
"1590,21,85,61,2,68"
"1591,14,74,95,1,66"
"1592,2,84,54,3,62"
"1593,23,72,69,2,67"
"1594,25,96,55,2,71"
"1595,6,95,96,4,68"
"1596,14,82,52,3,66"
"1597,24,73,71,0,64"
"1598,32,72,93,1,71"
"1599,20,61,63,1,61"
"1600,16,93,55,2,67"
"1601,19,78,56,3,65"
"1602,28,73,70,0,66"
"1603,16,79,71,2,68"
"1604,15,93,86,0,66"
"1605,17,65,62,2,63"
"1606,14,94,85,1,66"
"1607,21,96,100,1,73"
"1608,30,98,93,1,88"
"1609,22,76,82,0,67"
"1610,18,69,97,2,69"
"1611,18,75,100,2,67"
"1612,11,73,79,1,64"
"1613,25,67,64,0,64"
"1614,20,84,96,1,65"
"1615,19,79,92,1,68"
"1616,39,95,54,2,77"
"1617,22,61,97,0,63"
"1618,15,86,68,0,69"
"1619,17,91,66,3,69"
"1620,27,90,67,2,70"
"1621,21,95,66,1,73"
"1622,11,89,76,1,66"
"1623,26,97,79,2,71"
"1624,16,73,71,2,66"
"1625,31,80,71,2,71"
"1626,26,61,87,3,66"
"1627,17,60,50,0,63"
"1628,28,70,97,5,70"
"1629,20,64,86,1,66"
"1630,25,70,85,1,66"
"1631,23,67,71,2,66"
"1632,15,61,98,1,62"
"1633,16,96,50,1,69"
"1634,26,60,54,1,63"
"1635,18,89,90,1,68"
"1636,18,66,87,1,64"
"1637,14,96,64,2,69"
"1638,23,96,80,3,71"
"1639,32,86,77,2,71"
"1640,14,87,76,1,66"
"1641,20,60,80,2,63"
"1642,28,99,100,0,72"
"1643,20,95,99,1,70"
"1644,23,96,99,0,71"
"1645,14,86,77,3,65"
"1646,23,74,66,0,65"
"1647,19,96,78,1,67"
"1648,26,72,81,0,68"
"1649,27,83,66,3,70"
"1650,36,64,82,2,70"
"1651,23,97,81,2,72"
"1652,22,66,95,1,65"
"1653,21,69,62,2,65"
"1654,18,82,85,3,71"
"1655,22,91,73,3,74"
"1656,18,85,56,0,64"
"1657,21,69,66,1,64"
"1658,28,60,53,3,65"
"1659,14,90,66,1,67"
"1660,27,99,53,2,73"
"1661,28,92,96,1,72"
"1662,19,78,55,0,65"
"1663,7,96,91,0,67"
"1664,16,76,95,2,66"
"1665,28,81,73,0,70"
"1666,20,79,53,2,66"
"1667,14,78,80,1,66"
"1668,17,91,62,3,68"
"1669,25,81,59,3,68"
"1670,23,73,78,0,67"
"1671,19,70,68,1,65"
"1672,18,62,87,4,64"
"1673,18,83,80,1,70"
"1674,14,69,91,0,63"
"1675,30,66,53,2,65"
"1676,18,86,62,4,67"
"1677,27,87,78,3,71"
"1678,29,90,94,1,73"
"1679,26,80,91,1,67"
"1680,17,96,84,2,72"
"1681,22,97,79,2,71"
"1682,20,92,82,0,72"
"1683,15,85,61,1,68"
"1684,22,72,80,2,65"
"1685,13,99,75,1,68"
"1686,27,71,69,1,67"
"1687,17,68,94,1,66"
"1688,21,78,91,0,64"
"1689,22,62,54,3,65"
"1690,18,99,99,0,69"
"1691,24,84,61,2,68"
"1692,17,82,61,3,69"
"1693,25,86,97,1,70"
"1694,12,80,72,1,65"
"1695,21,61,90,2,63"
"1696,32,84,64,1,71"
"1697,14,89,94,0,68"
"1698,16,77,92,5,70"
"1699,23,90,76,2,72"
"1700,21,69,85,3,64"
"1701,22,69,98,0,64"
"1702,23,66,73,2,66"
"1703,24,75,75,0,69"
"1704,27,94,86,2,71"
"1705,22,93,69,0,69"
"1706,19,75,98,1,67"
"1707,24,84,52,0,66"
"1708,31,89,70,2,71"
"1709,19,70,86,2,63"
"1710,14,67,71,0,62"
"1711,27,99,63,0,73"
"1712,19,85,71,1,66"
"1713,7,99,94,3,72"
"1714,25,74,77,1,67"
"1715,17,88,67,0,65"
"1716,19,69,84,2,66"
"1717,22,70,81,3,68"
"1718,21,80,78,1,69"
"1719,24,73,70,0,68"
"1720,17,67,54,0,61"
"1721,23,71,81,3,68"
"1722,18,61,71,3,64"
"1723,24,88,71,1,67"
"1724,24,80,62,3,68"
"1725,14,64,62,1,61"
"1726,27,67,89,1,66"
"1727,17,64,74,2,64"
"1728,25,85,55,3,67"
"1729,22,64,52,2,64"
"1730,31,90,61,0,72"
"1731,19,61,74,2,62"
"1732,18,70,81,2,63"
"1733,20,96,57,1,70"
"1734,18,89,72,3,69"
"1735,25,63,54,3,64"
"1736,10,93,52,2,66"
"1737,14,80,93,3,67"
"1738,14,94,83,4,71"
"1739,26,84,89,0,70"
"1740,30,87,59,2,69"
"1741,19,100,66,0,68"
"1742,19,69,72,1,64"
"1743,20,85,83,3,70"
"1744,27,78,77,0,69"
"1745,14,62,78,0,63"
"1746,21,61,58,1,60"
"1747,26,65,74,2,65"
"1748,23,86,91,0,67"
"1749,21,83,75,1,66"
"1750,26,82,60,3,68"
"1751,4,61,71,0,58"
"1752,24,79,88,0,67"
"1753,16,97,57,0,68"
"1754,9,76,79,1,62"
"1755,23,85,98,2,69"
"1756,28,91,69,1,73"
"1757,19,91,52,2,66"
"1758,26,81,82,0,67"
"1759,30,94,52,1,71"
"1760,28,76,60,1,66"
"1761,30,96,52,0,74"
"1762,24,70,59,2,67"
"1763,20,71,93,2,68"
"1764,10,62,87,2,61"
"1765,19,92,67,2,69"
"1766,15,77,95,4,65"
"1767,33,69,83,2,71"
"1768,19,69,72,1,61"
"1769,21,96,53,0,70"
"1770,23,93,87,2,70"
"1771,20,82,69,1,69"
"1772,30,85,65,2,70"
"1773,16,79,64,4,67"
"1774,21,76,50,2,63"
"1775,16,97,87,1,70"
"1776,12,65,57,1,61"
"1777,16,77,76,1,64"
"1778,20,74,51,2,65"
"1779,17,80,81,1,65"
"1780,16,78,68,3,66"
"1781,12,81,82,1,66"
"1782,20,66,54,2,63"
"1783,11,81,63,3,66"
"1784,25,70,56,0,64"
"1785,20,67,82,3,65"
"1786,11,63,55,3,62"
"1787,18,91,81,4,71"
"1788,15,77,57,1,63"
"1789,22,85,97,0,70"
"1790,28,89,71,2,70"
"1791,9,87,56,1,65"
"1792,21,79,52,1,66"
"1793,19,76,66,2,66"
"1794,24,75,95,0,68"
"1795,21,86,57,1,68"
"1796,15,80,90,4,69"
"1797,18,94,71,3,71"
"1798,15,95,90,2,69"
"1799,26,67,94,0,68"
"1800,20,65,100,2,67"
"1801,31,85,53,2,72"
"1802,20,72,90,2,68"
"1803,16,61,53,0,60"
"1804,11,96,66,2,68"
"1805,9,69,82,1,65"
"1806,10,97,72,0,67"
"1807,22,89,78,4,70"
"1808,23,91,98,0,70"
"1809,11,68,91,3,61"
"1810,25,69,68,2,68"
"1811,17,81,80,1,67"
"1812,21,67,52,3,62"
"1813,30,72,73,0,66"
"1814,25,73,80,3,69"
"1815,18,66,86,2,66"
"1816,15,68,95,0,64"
"1817,7,92,64,1,66"
"1818,16,67,95,2,63"
"1819,19,61,83,1,62"
"1820,14,85,54,1,65"
"1821,19,99,69,0,68"
"1822,20,73,74,1,65"
"1823,19,65,68,1,63"
"1824,16,83,56,3,68"
"1825,21,96,78,2,72"
"1826,23,91,57,2,69"
"1827,13,85,96,1,66"
"1828,28,73,93,2,68"
"1829,19,82,74,1,64"
"1830,20,64,53,1,61"
"1831,24,87,78,0,67"
"1832,21,89,80,0,68"
"1833,26,99,94,2,74"
"1834,22,70,53,3,67"
"1835,16,61,85,2,64"
"1836,22,82,78,3,69"
"1837,13,88,59,0,63"
"1838,21,92,56,0,67"
"1839,20,68,85,1,65"
"1840,19,70,67,5,67"
"1841,19,81,100,1,68"
"1842,9,73,95,3,62"
"1843,17,94,78,1,70"
"1844,21,79,82,1,67"
"1845,21,92,58,2,89"
"1846,14,83,95,1,65"
"1847,28,91,73,2,69"
"1848,15,73,76,2,64"
"1849,26,93,94,6,74"
"1850,23,71,50,0,64"
"1851,16,82,75,0,64"
"1852,31,69,81,2,67"
"1853,13,79,58,2,63"
"1854,26,73,53,3,68"
"1855,26,71,77,0,66"
"1856,16,99,77,0,68"
"1857,28,66,67,1,68"
"1858,18,91,94,3,69"
"1859,22,99,65,3,71"
"1860,22,61,76,1,65"
"1861,19,88,59,2,67"
"1862,25,70,51,1,65"
"1863,25,62,71,0,65"
"1864,10,76,76,1,80"
"1865,28,97,88,2,74"
"1866,10,60,72,3,59"
"1867,26,84,64,2,69"
"1868,27,80,80,0,66"
"1869,13,95,69,1,66"
"1870,18,63,62,2,65"
"1871,13,87,96,3,67"
"1872,19,87,77,3,69"
"1873,18,87,60,2,68"
"1874,25,98,84,1,73"
"1875,28,93,90,1,71"
"1876,28,62,88,0,67"
"1877,17,79,80,1,67"
"1878,19,76,76,0,66"
"1879,10,72,89,3,63"
"1880,15,78,85,1,65"
"1881,26,75,79,2,67"
"1882,30,77,83,1,69"
"1883,13,99,58,1,67"
"1884,16,64,51,4,66"
"1885,20,97,97,2,74"
"1886,22,79,97,2,69"
"1887,15,85,89,0,66"
"1888,23,93,69,0,69"
"1889,17,74,58,1,63"
"1890,20,77,68,0,65"
"1891,23,76,86,1,64"
"1892,20,75,67,0,64"
"1893,17,97,90,2,69"
"1894,19,93,84,5,73"
"1895,19,64,81,1,62"
"1896,18,64,97,2,62"
"1897,18,77,95,0,68"
"1898,30,64,86,1,66"
"1899,23,85,60,2,68"
"1900,18,66,97,4,66"
"1901,24,81,61,3,69"
"1902,18,60,69,0,62"
"1903,27,73,91,2,68"
"1904,22,87,60,2,67"
"1905,19,79,82,1,65"
"1906,23,99,73,0,69"
"1907,11,95,81,2,67"
"1908,13,74,98,0,64"
"1909,13,62,90,3,62"
"1910,21,94,65,5,71"
"1911,30,96,53,0,72"
"1912,33,93,98,0,74"
"1913,24,65,79,1,66"
"1914,23,100,59,2,72"
"1915,9,70,81,1,65"
"1916,17,89,52,0,67"
"1917,15,96,59,2,70"
"1918,16,69,82,0,62"
"1919,19,96,70,0,66"
"1920,17,72,66,2,65"
"1921,8,99,83,2,70"
"1922,24,71,93,2,69"
"1923,14,98,84,3,70"
