"Id,Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Gender,Exam_Score"
"1687,-0.49670437015187013,-1.0373137612320207,2,2,0,-0.01979557715729433,1.314665621240302,0,1,-0.40124168605466753,0,2,0,1,1.0011994733813825,0,0,0,-0.29107227397811986"
"1688,0.17105954755967837,-0.1712580310923911,2,1,1,-0.7009902556898064,1.1063133998021608,2,1,-1.213934457288018,2,1,0,1,-1.9081649543993509,1,1,1,-0.7802276890037918"
"1689,0.3380005269875655,-1.5569471993157984,0,2,0,-0.7009902556898064,-1.4633639979349158,2,1,1.2241438564120333,1,2,0,1,0.03141133078780467,0,2,1,-0.5356499814909559"
"1690,-0.329763390723983,1.6474590022008309,2,2,0,-0.7009902556898064,1.6619193236372043,2,1,-1.213934457288018,1,2,1,1,0.03141133078780467,0,1,1,0.4426608485603882"
"1691,0.6718824858433398,0.34837540699138664,2,2,1,-0.01979557715729433,-0.9772088145792527,2,1,0.41145108517868284,2,2,1,2,-0.938376811805773,0,1,1,0.19808314104755217"
"1692,-0.49670437015187013,0.17516426096346072,0,0,0,-1.3821849342223185,-0.9772088145792527,2,1,1.2241438564120333,2,2,1,1,1.0011994733813825,0,2,1,0.4426608485603882"
"1693,0.8388234652712269,0.5215865530193126,2,2,1,1.3425937799077299,1.5230178426784435,1,1,-0.40124168605466753,0,2,0,1,0.03141133078780467,0,1,1,0.6872385560732241"
"1694,-1.3314092672913058,0.0019531149355348125,0,2,0,-1.3821849342223185,-0.21325066930606779,2,1,-0.40124168605466753,0,2,0,2,1.0011994733813825,1,1,0,-0.5356499814909559"
"1695,0.17105954755967837,-1.6435527723297614,2,2,0,-2.0633796127548307,1.0368626593227803,1,1,0.41145108517868284,2,1,1,1,0.03141133078780467,0,1,1,-1.024805396516628"
"1696,2.0074103212664367,0.34837540699138664,1,2,1,0.6613991013752177,-0.7688565931411113,2,1,-0.40124168605466753,1,0,0,2,0.03141133078780467,0,0,0,0.9318162635860602"
"1697,-0.9975273084355315,0.7814032720612014,2,0,1,-0.7009902556898064,1.314665621240302,1,1,-1.213934457288018,1,2,0,1,-0.938376811805773,0,2,1,0.19808314104755217"
"1698,-0.6636453495797573,-0.25786360410635406,2,2,1,-0.01979557715729433,1.175764140281541,0,1,2.849529398878734,1,0,1,2,0.03141133078780467,0,2,0,0.6872385560732241"
"1699,0.5049415064154527,0.8680088450751643,2,0,1,0.6613991013752177,0.06455229261145401,0,1,0.41145108517868284,2,1,1,2,0.03141133078780467,0,1,0,1.1763939710988962"
"1700,0.17105954755967837,-0.9507081882180577,2,2,1,-0.7009902556898064,0.6896089569258781,2,1,1.2241438564120333,1,1,1,1,-1.9081649543993509,0,0,0,-0.7802276890037918"
"1701,0.3380005269875655,-0.9507081882180577,1,2,0,-0.01979557715729433,1.5924685831578238,1,1,-1.213934457288018,1,2,1,2,-0.938376811805773,0,2,1,-0.7802276890037918"
"1702,0.5049415064154527,-1.2105249072599464,2,1,1,0.6613991013752177,-0.14379992882668732,0,1,0.41145108517868284,0,2,1,2,-0.938376811805773,0,0,0,-0.29107227397811986"
"1703,0.6718824858433398,-0.4310747501342799,2,0,1,1.3425937799077299,-0.0048984478679264375,0,1,-1.213934457288018,2,0,1,2,0.03141133078780467,0,0,1,0.4426608485603882"
"1704,1.1727054241270012,1.2144311371310161,2,1,0,-0.7009902556898064,0.7590596974052585,2,1,0.41145108517868284,2,2,0,1,-0.938376811805773,0,1,0,0.9318162635860602"
"1705,0.3380005269875655,1.1278255641170531,2,0,1,-0.7009902556898064,-0.42160289074420915,0,1,-1.213934457288018,0,1,1,0,0.03141133078780467,1,1,1,0.4426608485603882"
"1706,-0.16282241129609587,-0.4310747501342799,0,2,0,0.6613991013752177,1.5924685831578238,1,1,-0.40124168605466753,1,2,1,1,0.03141133078780467,0,2,1,-0.046494566465283826"
"1707,0.6718824858433398,0.34837540699138664,1,2,1,-0.01979557715729433,-1.6022654788936768,2,1,-1.213934457288018,1,0,1,1,0.03141133078780467,0,1,1,-0.29107227397811986"
"1708,1.8404693418385496,0.7814032720612014,2,2,0,-0.01979557715729433,-0.35215215026482866,2,1,0.41145108517868284,1,0,1,2,-0.938376811805773,0,1,0,0.9318162635860602"
"1709,-0.16282241129609587,-0.8641026152040947,2,1,1,1.3425937799077299,0.7590596974052585,1,1,0.41145108517868284,0,2,1,1,-0.938376811805773,1,1,1,-1.024805396516628"
"1710,-0.9975273084355315,-1.1239193342459837,2,1,0,-2.0633796127548307,-0.2827014097854482,2,1,-1.213934457288018,0,2,1,1,1.0011994733813825,0,0,0,-1.2693831040294639"
"1711,1.1727054241270012,1.6474590022008309,2,0,0,-1.3821849342223185,-0.8383073336204918,2,1,-1.213934457288018,2,0,1,1,1.0011994733813825,0,1,0,1.4209716786117321"
"1712,-0.16282241129609587,0.43498098000534957,0,2,0,-2.0633796127548307,-0.2827014097854482,1,1,-0.40124168605466753,2,0,1,0,0.03141133078780467,0,1,0,-0.29107227397811986"
"1713,-2.1661141644307413,1.6474590022008309,0,2,1,1.3425937799077299,1.314665621240302,2,1,1.2241438564120333,0,0,1,2,-0.938376811805773,0,2,1,1.1763939710988962"
"1714,0.8388234652712269,-0.5176803231482429,0,1,1,0.6613991013752177,0.13400303309083447,1,1,-0.40124168605466753,1,2,1,1,-0.938376811805773,0,2,0,-0.046494566465283826"
"1715,-0.49670437015187013,0.6947976990472384,1,1,0,-1.3821849342223185,-0.5605043717029701,2,0,-1.213934457288018,2,0,1,1,0.03141133078780467,0,2,1,-0.5356499814909559"
"1716,-0.16282241129609587,-0.9507081882180577,2,2,1,-0.01979557715729433,0.6201582164464976,2,1,0.41145108517868284,2,2,1,1,1.0011994733813825,0,1,1,-0.29107227397811986"
"1717,0.3380005269875655,-0.8641026152040947,0,2,1,-0.01979557715729433,0.41180599500835624,1,1,1.2241438564120333,2,2,1,1,-0.938376811805773,0,2,0,0.19808314104755217"
"1718,0.17105954755967837,0.0019531149355348125,2,0,1,-2.0633796127548307,0.2034537735702149,2,1,-0.40124168605466753,2,0,0,1,1.0011994733813825,0,1,0,0.4426608485603882"
"1719,0.6718824858433398,-0.6042858961622058,0,2,1,-0.01979557715729433,-0.35215215026482866,2,1,-1.213934457288018,0,2,1,0,0.03141133078780467,0,2,0,0.19808314104755217"
"1720,-0.49670437015187013,-1.1239193342459837,2,0,1,-1.3821849342223185,-1.4633639979349158,2,1,-1.213934457288018,1,2,1,0,-0.938376811805773,0,1,1,-1.5139608115422998"
"1721,0.5049415064154527,-0.7774970421901317,0,1,1,0.6613991013752177,0.41180599500835624,2,1,1.2241438564120333,2,0,0,2,-0.938376811805773,0,1,1,0.19808314104755217"
"1722,-0.329763390723983,-1.6435527723297614,0,1,1,-1.3821849342223185,-0.2827014097854482,1,1,1.2241438564120333,0,0,0,1,0.03141133078780467,0,0,1,-0.7802276890037918"
"1723,0.6718824858433398,0.6947976990472384,2,1,1,-0.01979557715729433,-0.2827014097854482,1,0,-0.40124168605466753,1,0,1,1,0.03141133078780467,0,0,1,-0.046494566465283826"
"1724,0.6718824858433398,0.0019531149355348125,1,0,1,1.3425937799077299,-0.9077580740998723,0,1,1.2241438564120333,0,1,1,1,0.03141133078780467,0,1,1,0.19808314104755217"
"1725,-0.9975273084355315,-1.3837360532878724,2,0,0,0.6613991013752177,-0.9077580740998723,1,1,-0.40124168605466753,2,0,1,2,1.0011994733813825,1,1,1,-1.5139608115422998"
"1726,1.1727054241270012,-1.1239193342459837,0,1,0,0.6613991013752177,0.9674119188433998,1,1,-0.40124168605466753,1,1,1,2,0.03141133078780467,0,2,0,-0.29107227397811986"
"1727,-0.49670437015187013,-1.3837360532878724,0,1,1,-0.01979557715729433,-0.07434918834730689,1,1,0.41145108517868284,2,1,1,2,-0.938376811805773,0,2,0,-0.7802276890037918"
"1728,0.8388234652712269,0.43498098000534957,1,2,0,-1.3821849342223185,-1.3939132574555355,1,1,1.2241438564120333,0,2,1,0,0.03141133078780467,0,1,0,-0.046494566465283826"
"1729,0.3380005269875655,-1.3837360532878724,2,0,0,-0.7009902556898064,-1.6022654788936768,1,1,0.41145108517868284,0,2,0,0,1.0011994733813825,0,0,0,-0.7802276890037918"
"1730,1.8404693418385496,0.8680088450751643,0,0,0,-0.01979557715729433,-0.9772088145792527,1,1,-1.213934457288018,1,2,1,2,0.03141133078780467,0,1,1,1.1763939710988962"
"1731,-0.16282241129609587,-1.6435527723297614,2,2,0,-0.01979557715729433,-0.07434918834730689,1,1,0.41145108517868284,0,2,1,0,0.03141133078780467,0,2,1,-1.2693831040294639"
"1732,-0.329763390723983,-0.8641026152040947,0,2,1,-1.3821849342223185,0.41180599500835624,1,1,0.41145108517868284,1,2,0,0,-0.938376811805773,0,1,0,-1.024805396516628"
"1733,0.0041185681317912485,1.3876422831589421,0,0,0,0.6613991013752177,-1.2550117764967745,1,1,-0.40124168605466753,1,2,0,1,1.0011994733813825,0,1,1,0.6872385560732241"
"1734,-0.329763390723983,0.7814032720612014,0,2,0,-1.3821849342223185,-0.21325066930606779,1,1,1.2241438564120333,2,2,1,2,0.03141133078780467,0,0,1,0.4426608485603882"
"1735,0.8388234652712269,-1.4703416263018354,1,2,1,1.3425937799077299,-1.4633639979349158,2,1,1.2241438564120333,2,1,1,2,-0.938376811805773,0,1,1,-0.7802276890037918"
"1736,-1.66529122614708,1.1278255641170531,1,2,0,-0.01979557715729433,-1.6022654788936768,2,1,0.41145108517868284,2,2,1,2,0.03141133078780467,0,2,1,-0.29107227397811986"
"1737,-0.9975273084355315,0.0019531149355348125,1,2,1,0.6613991013752177,1.2452148807609216,2,1,1.2241438564120333,1,0,0,2,1.0011994733813825,0,1,0,-0.046494566465283826"
"1738,-0.9975273084355315,1.2144311371310161,0,0,1,0.6613991013752177,0.5507074759671171,2,1,2.0368366276453838,2,1,1,0,1.9709876159749602,1,2,0,0.9318162635860602"
"1739,1.005764444699114,0.34837540699138664,2,0,1,2.023788458440242,0.9674119188433998,2,1,-1.213934457288018,1,0,0,2,-1.9081649543993509,0,1,0,0.6872385560732241"
"1740,1.6735283624106625,0.6081921260332754,1,2,0,-0.01979557715729433,-1.1161102955380136,2,1,0.41145108517868284,2,2,1,1,0.03141133078780467,0,1,1,0.4426608485603882"
"1741,-0.16282241129609587,1.7340645752147938,2,1,0,-0.7009902556898064,-0.6299551121823505,0,1,-1.213934457288018,1,2,1,1,0.03141133078780467,0,3,1,0.19808314104755217"
"1742,-0.16282241129609587,-0.9507081882180577,2,0,1,-0.7009902556898064,-0.21325066930606779,2,0,-0.40124168605466753,1,2,1,1,-1.9081649543993509,0,0,0,-0.7802276890037918"
"1743,0.0041185681317912485,0.43498098000534957,0,2,1,1.3425937799077299,0.5507074759671171,1,1,1.2241438564120333,2,2,1,2,0.03141133078780467,1,0,1,0.6872385560732241"
"1744,1.1727054241270012,-0.1712580310923911,0,1,1,-1.3821849342223185,0.13400303309083447,2,1,-1.213934457288018,2,1,0,1,0.03141133078780467,0,2,1,0.4426608485603882"
"1745,-0.9975273084355315,-1.5569471993157984,2,2,1,-0.7009902556898064,0.2034537735702149,2,1,-1.213934457288018,0,3,1,2,-0.938376811805773,0,0,0,-1.024805396516628"
"1746,0.17105954755967837,-1.6435527723297614,1,2,0,-0.01979557715729433,-1.185561036017394,2,1,-0.40124168605466753,2,1,1,0,0.03141133078780467,0,1,0,-1.758538519055136"
"1747,1.005764444699114,-1.2971304802739094,0,1,0,-0.01979557715729433,-0.07434918834730689,2,1,0.41145108517868284,1,2,1,0,1.0011994733813825,0,1,0,-0.5356499814909559"
"1748,0.5049415064154527,0.5215865530193126,2,2,0,0.6613991013752177,1.1063133998021608,2,1,-1.213934457288018,1,2,1,0,-2.8779530969929286,0,1,1,-0.046494566465283826"
"1749,0.17105954755967837,0.26176983397742365,2,1,0,-1.3821849342223185,-0.0048984478679264375,1,1,-0.40124168605466753,2,2,1,0,1.0011994733813825,0,0,1,-0.29107227397811986"
"1750,1.005764444699114,0.17516426096346072,1,0,0,-0.01979557715729433,-1.046659555058633,2,0,1.2241438564120333,1,2,1,1,0.03141133078780467,0,2,0,0.19808314104755217"
"1751,-2.6669371027144027,-1.6435527723297614,1,0,1,-0.01979557715729433,-0.2827014097854482,0,1,-1.213934457288018,1,1,1,2,-1.9081649543993509,0,2,1,-2.2476939340808078"
"1752,0.6718824858433398,-0.08465245807842814,1,0,1,-1.3821849342223185,0.8979611783640193,2,1,-1.213934457288018,2,2,1,1,0.03141133078780467,0,1,0,-0.046494566465283826"
"1753,-0.6636453495797573,1.474247856172905,2,2,1,0.6613991013752177,-1.2550117764967745,1,1,-1.213934457288018,2,2,1,2,1.0011994733813825,1,3,1,0.19808314104755217"
"1754,-1.8322322055749671,-0.344469177120317,2,2,1,-0.01979557715729433,0.27290451404959537,2,1,-0.40124168605466753,1,2,1,1,0.03141133078780467,0,1,0,-1.2693831040294639"
"1755,0.5049415064154527,0.43498098000534957,1,0,0,-0.01979557715729433,1.5924685831578238,0,0,0.41145108517868284,1,2,1,0,0.03141133078780467,0,2,0,0.4426608485603882"
"1756,1.3396464035548883,0.9546144180891273,2,0,1,-0.7009902556898064,-0.42160289074420915,0,1,-0.40124168605466753,2,0,0,1,1.0011994733813825,0,1,1,1.4209716786117321"
"1757,-0.16282241129609587,0.9546144180891273,0,1,0,-0.7009902556898064,-1.6022654788936768,2,1,0.41145108517868284,1,2,1,0,1.0011994733813825,1,1,1,-0.29107227397811986"
"1758,1.005764444699114,0.08855868794949777,1,2,1,-1.3821849342223185,0.48125673548773673,2,1,-1.213934457288018,2,2,1,0,1.9709876159749602,1,2,0,-0.046494566465283826"
"1759,1.6735283624106625,1.2144311371310161,2,2,0,0.6613991013752177,-1.6022654788936768,2,1,-0.40124168605466753,2,1,1,1,1.0011994733813825,0,1,0,0.9318162635860602"
"1760,1.3396464035548883,-0.344469177120317,2,2,1,1.3425937799077299,-1.046659555058633,2,1,-0.40124168605466753,1,2,1,1,-0.938376811805773,0,1,1,-0.29107227397811986"
"1761,1.6735283624106625,1.3876422831589421,0,2,1,2.023788458440242,-1.6022654788936768,2,1,-1.213934457288018,0,0,1,2,1.0011994733813825,0,0,0,1.6655493861245683"
"1762,0.6718824858433398,-0.8641026152040947,2,0,0,0.6613991013752177,-1.1161102955380136,1,1,0.41145108517868284,1,0,1,2,1.9709876159749602,0,1,1,-0.046494566465283826"
"1763,0.0041185681317912485,-0.7774970421901317,0,2,0,-0.7009902556898064,1.2452148807609216,0,1,0.41145108517868284,2,0,1,0,-0.938376811805773,0,2,1,0.19808314104755217"
"1764,-1.66529122614708,-1.5569471993157984,2,2,0,-0.7009902556898064,0.828510437884639,0,1,0.41145108517868284,1,0,1,1,0.03141133078780467,0,1,1,-1.5139608115422998"
"1765,-0.16282241129609587,1.0412199911030902,2,0,0,0.6613991013752177,-0.5605043717029701,2,1,0.41145108517868284,2,2,0,0,-0.938376811805773,0,1,0,0.4426608485603882"
"1766,-0.8305863290076444,-0.25786360410635406,1,2,1,-0.01979557715729433,1.3841163617196826,1,1,2.0368366276453838,1,2,1,2,1.0011994733813825,0,1,1,-0.5356499814909559"
"1767,2.174351300694324,-0.9507081882180577,2,0,1,-0.01979557715729433,0.5507074759671171,2,1,0.41145108517868284,2,1,1,1,-0.938376811805773,0,2,1,0.9318162635860602"
"1768,-0.16282241129609587,-0.9507081882180577,2,1,0,-0.01979557715729433,-0.21325066930606779,2,1,-0.40124168605466753,1,1,1,2,-0.938376811805773,0,1,0,-1.5139608115422998"
"1769,0.17105954755967837,1.3876422831589421,2,0,1,1.3425937799077299,-1.5328147384142963,2,1,-1.213934457288018,1,0,1,1,0.03141133078780467,0,0,1,0.6872385560732241"
"1770,0.5049415064154527,1.1278255641170531,2,1,0,-0.7009902556898064,0.828510437884639,2,1,0.41145108517868284,2,2,0,1,0.03141133078780467,0,1,1,0.6872385560732241"
"1771,0.0041185681317912485,0.17516426096346072,2,0,1,1.3425937799077299,-0.42160289074420915,1,1,-0.40124168605466753,2,2,1,2,0.03141133078780467,0,0,1,0.4426608485603882"
"1772,1.6735283624106625,0.43498098000534957,0,1,1,-0.01979557715729433,-0.6994058526617309,0,1,0.41145108517868284,1,2,1,0,0.03141133078780467,0,1,0,0.6872385560732241"
"1773,-0.6636453495797573,-0.08465245807842814,0,2,1,-0.7009902556898064,-0.7688565931411113,2,1,2.0368366276453838,1,1,1,2,1.0011994733813825,1,0,1,-0.046494566465283826"
"1774,0.17105954755967837,-0.344469177120317,1,2,0,-0.7009902556898064,-1.7411669598524377,1,1,0.41145108517868284,1,2,1,0,1.0011994733813825,0,2,0,-1.024805396516628"
"1775,-0.6636453495797573,1.474247856172905,2,2,0,-0.01979557715729433,0.828510437884639,2,1,-0.40124168605466753,0,2,1,1,0.03141133078780467,0,1,0,0.6872385560732241"
"1776,-1.3314092672913058,-1.2971304802739094,2,2,0,0.6613991013752177,-1.2550117764967745,2,1,-0.40124168605466753,0,0,0,2,1.9709876159749602,1,1,0,-1.5139608115422998"
"1777,-0.6636453495797573,-0.25786360410635406,1,0,1,-0.7009902556898064,0.06455229261145401,1,1,-0.40124168605466753,1,2,1,1,-1.9081649543993509,0,2,0,-0.7802276890037918"
"1778,0.0041185681317912485,-0.5176803231482429,2,2,1,0.6613991013752177,-1.6717162193730573,0,1,0.41145108517868284,2,2,1,0,0.03141133078780467,0,0,1,-0.5356499814909559"
"1779,-0.49670437015187013,0.0019531149355348125,2,2,0,-0.7009902556898064,0.41180599500835624,2,1,-0.40124168605466753,2,0,1,1,-1.9081649543993509,0,0,1,-0.5356499814909559"
"1780,-0.6636453495797573,-0.1712580310923911,2,1,1,-0.01979557715729433,-0.4910536312235896,0,1,1.2241438564120333,1,0,0,2,0.03141133078780467,0,2,0,-0.29107227397811986"
"1781,-1.3314092672913058,0.08855868794949777,0,0,1,-1.3821849342223185,0.48125673548773673,1,1,-0.40124168605466753,2,0,1,2,0.03141133078780467,0,1,0,-0.29107227397811986"
"1782,0.0041185681317912485,-1.2105249072599464,1,2,1,0.6613991013752177,-1.4633639979349158,2,1,0.41145108517868284,2,1,1,2,-0.938376811805773,0,2,1,-1.024805396516628"
"1783,-1.498350246719193,0.08855868794949777,1,0,1,-0.01979557715729433,-0.8383073336204918,2,1,1.2241438564120333,2,2,1,1,-0.938376811805773,0,2,1,-0.29107227397811986"
"1784,0.8388234652712269,-0.8641026152040947,2,2,1,1.3425937799077299,-1.324462516976155,0,1,-1.213934457288018,1,2,1,2,-1.9081649543993509,0,1,1,-0.7802276890037918"
"1785,0.0041185681317912485,-1.1239193342459837,0,1,0,0.6613991013752177,0.48125673548773673,2,1,1.2241438564120333,1,0,1,1,1.0011994733813825,1,1,1,-0.5356499814909559"
"1786,-1.498350246719193,-1.4703416263018354,0,2,0,-0.01979557715729433,-1.3939132574555355,1,1,1.2241438564120333,0,2,0,2,-1.9081649543993509,0,2,1,-1.2693831040294639"
"1787,-0.329763390723983,0.9546144180891273,1,0,1,1.3425937799077299,0.41180599500835624,0,1,2.0368366276453838,0,2,1,1,1.9709876159749602,0,1,1,0.9318162635860602"
"1788,-0.8305863290076444,-0.25786360410635406,2,2,1,0.6613991013752177,-1.2550117764967745,1,1,-0.40124168605466753,1,2,1,1,-0.938376811805773,0,0,1,-1.024805396516628"
"1789,0.3380005269875655,0.43498098000534957,2,0,0,1.3425937799077299,1.5230178426784435,0,1,-1.213934457288018,2,0,1,0,0.03141133078780467,0,0,1,0.6872385560732241"
"1790,1.3396464035548883,0.7814032720612014,2,1,1,-0.7009902556898064,-0.2827014097854482,1,1,0.41145108517868284,1,2,0,1,1.0011994733813825,0,0,1,0.6872385560732241"
"1791,-1.8322322055749671,0.6081921260332754,2,2,0,0.6613991013752177,-1.324462516976155,2,1,-0.40124168605466753,2,0,1,2,0.03141133078780467,0,0,0,-0.5356499814909559"
"1792,0.17105954755967837,-0.08465245807842814,0,0,1,0.6613991013752177,-1.6022654788936768,2,1,-0.40124168605466753,1,3,1,1,0.03141133078780467,1,1,0,-0.29107227397811986"
"1793,-0.16282241129609587,-0.344469177120317,2,1,1,-1.3821849342223185,-0.6299551121823505,2,1,0.41145108517868284,2,2,0,2,1.0011994733813825,0,0,0,-0.29107227397811986"
"1794,0.6718824858433398,-0.4310747501342799,2,1,0,1.3425937799077299,1.3841163617196826,0,1,-1.213934457288018,2,0,1,2,-0.938376811805773,0,0,1,0.19808314104755217"
"1795,0.17105954755967837,0.5215865530193126,0,0,0,-1.3821849342223185,-1.2550117764967745,2,1,-0.40124168605466753,1,2,0,0,0.03141133078780467,0,1,1,0.19808314104755217"
"1796,-0.8305863290076444,0.0019531149355348125,0,2,1,-1.3821849342223185,1.0368626593227803,2,1,2.0368366276453838,2,0,0,1,0.03141133078780467,0,1,0,0.4426608485603882"
"1797,-0.329763390723983,1.2144311371310161,2,2,1,-2.0633796127548307,-0.2827014097854482,2,1,1.2241438564120333,0,1,1,2,0.03141133078780467,0,0,0,0.9318162635860602"
"1798,-0.8305863290076444,1.3010367101449791,2,2,1,0.6613991013752177,1.0368626593227803,1,1,0.41145108517868284,1,3,0,0,-1.9081649543993509,0,2,1,0.4426608485603882"
"1799,1.005764444699114,-1.1239193342459837,2,0,1,-1.3821849342223185,1.314665621240302,2,1,-1.213934457288018,2,2,1,2,-0.938376811805773,0,0,1,0.19808314104755217"
"1800,0.0041185681317912485,-1.2971304802739094,2,0,1,-0.7009902556898064,1.7313700641165848,2,1,0.41145108517868284,1,0,1,1,1.9709876159749602,0,1,1,-0.046494566465283826"
"1801,1.8404693418385496,0.43498098000534957,0,2,0,0.6613991013752177,-1.5328147384142963,2,1,0.41145108517868284,1,0,1,2,0.03141133078780467,0,1,1,1.1763939710988962"
"1802,0.0041185681317912485,-0.6908914691761688,0,2,1,-0.01979557715729433,1.0368626593227803,0,1,0.41145108517868284,2,2,1,1,0.03141133078780467,0,1,1,0.19808314104755217"
"1803,-0.6636453495797573,-1.6435527723297614,0,2,1,-0.7009902556898064,-1.5328147384142963,1,1,-1.213934457288018,0,2,1,2,1.0011994733813825,1,1,0,-1.758538519055136"
"1804,-1.498350246719193,1.3876422831589421,2,0,0,-1.3821849342223185,-0.6299551121823505,0,1,0.41145108517868284,1,2,1,1,1.0011994733813825,0,1,1,0.19808314104755217"
"1805,-1.8322322055749671,-0.9507081882180577,0,2,1,-0.01979557715729433,0.48125673548773673,0,1,-0.40124168605466753,0,0,1,2,-0.938376811805773,0,1,0,-0.5356499814909559"
"1806,-1.66529122614708,1.474247856172905,1,0,0,0.6613991013752177,-0.21325066930606779,0,1,-1.213934457288018,1,2,1,1,0.03141133078780467,0,2,0,-0.046494566465283826"
"1807,0.3380005269875655,0.7814032720612014,1,2,0,0.6613991013752177,0.2034537735702149,1,1,2.0368366276453838,0,2,0,2,0.03141133078780467,0,1,0,0.6872385560732241"
"1808,0.5049415064154527,0.9546144180891273,2,1,1,2.023788458440242,1.5924685831578238,0,1,-1.213934457288018,1,0,0,0,0.03141133078780467,0,1,0,0.6872385560732241"
"1809,-1.498350246719193,-1.0373137612320207,2,2,0,-0.7009902556898064,1.1063133998021608,1,1,1.2241438564120333,1,0,1,0,-0.938376811805773,0,0,0,-1.5139608115422998"
"1810,0.8388234652712269,-0.9507081882180577,0,1,1,-1.3821849342223185,-0.4910536312235896,2,1,0.41145108517868284,0,0,1,2,1.0011994733813825,0,0,1,0.19808314104755217"
"1811,-0.49670437015187013,0.08855868794949777,2,0,0,-0.01979557715729433,0.3423552545289758,0,1,-0.40124168605466753,1,2,1,0,0.03141133078780467,0,2,0,-0.046494566465283826"
"1812,0.17105954755967837,-1.1239193342459837,2,0,0,-0.01979557715729433,-1.6022654788936768,2,1,1.2241438564120333,1,2,1,0,0.03141133078780467,1,1,0,-1.2693831040294639"
"1813,1.6735283624106625,-0.6908914691761688,2,1,0,-0.01979557715729433,-0.14379992882668732,2,1,-1.213934457288018,0,2,1,1,1.0011994733813825,0,1,1,-0.29107227397811986"
"1814,0.8388234652712269,-0.6042858961622058,0,2,1,-0.7009902556898064,0.3423552545289758,2,1,1.2241438564120333,0,2,1,2,-0.938376811805773,0,1,0,0.4426608485603882"
"1815,-0.329763390723983,-1.2105249072599464,2,0,1,-2.0633796127548307,0.7590596974052585,2,1,0.41145108517868284,2,2,1,0,1.0011994733813825,0,0,0,-0.29107227397811986"
"1816,-0.8305863290076444,-1.0373137612320207,2,2,1,-1.3821849342223185,1.3841163617196826,2,1,-1.213934457288018,0,2,1,0,1.9709876159749602,0,0,0,-0.7802276890037918"
"1817,-2.1661141644307413,1.0412199911030902,0,2,0,0.6613991013752177,-0.7688565931411113,0,1,-0.40124168605466753,1,1,1,1,1.0011994733813825,0,2,1,-0.29107227397811986"
"1818,-0.6636453495797573,-1.1239193342459837,2,2,0,-0.01979557715729433,1.3841163617196826,1,1,0.41145108517868284,2,2,1,1,1.9709876159749602,1,1,1,-1.024805396516628"
"1819,-0.16282241129609587,-1.6435527723297614,1,0,1,0.6613991013752177,0.5507074759671171,1,1,-0.40124168605466753,2,2,0,0,0.03141133078780467,0,1,1,-1.2693831040294639"
"1820,-0.9975273084355315,0.43498098000534957,2,2,1,0.6613991013752177,-1.4633639979349158,1,1,-0.40124168605466753,0,2,0,0,1.0011994733813825,0,2,1,-0.5356499814909559"
"1821,-0.16282241129609587,1.6474590022008309,1,0,0,0.6613991013752177,-0.42160289074420915,1,1,-1.213934457288018,0,2,0,0,-0.938376811805773,0,1,1,0.19808314104755217"
"1822,0.0041185681317912485,-0.6042858961622058,0,0,1,0.6613991013752177,-0.07434918834730689,1,1,-0.40124168605466753,1,1,0,0,1.0011994733813825,0,1,1,-0.5356499814909559"
"1823,-0.16282241129609587,-1.2971304802739094,2,0,1,-0.01979557715729433,-0.4910536312235896,1,1,-0.40124168605466753,1,1,1,1,1.0011994733813825,0,0,0,-1.024805396516628"
"1824,-0.6636453495797573,0.26176983397742365,0,0,1,-0.01979557715729433,-1.324462516976155,2,1,1.2241438564120333,2,2,1,0,-0.938376811805773,0,1,1,0.19808314104755217"
"1825,0.17105954755967837,1.3876422831589421,2,0,1,-2.0633796127548307,0.2034537735702149,1,1,0.41145108517868284,0,2,0,2,-0.938376811805773,0,1,1,1.1763939710988962"
"1826,0.5049415064154527,0.9546144180891273,0,1,0,-0.7009902556898064,-1.2550117764967745,2,1,0.41145108517868284,1,2,0,2,0.03141133078780467,0,1,1,0.4426608485603882"
"1827,-1.1644682878634187,0.43498098000534957,1,2,0,-0.7009902556898064,1.453567102199063,1,1,-0.40124168605466753,1,0,1,2,1.9709876159749602,0,2,1,-0.29107227397811986"
"1828,1.3396464035548883,-0.6042858961622058,1,1,1,-0.01979557715729433,1.2452148807609216,0,1,0.41145108517868284,1,0,0,1,0.03141133078780467,0,0,1,0.19808314104755217"
"1829,-0.16282241129609587,0.17516426096346072,1,1,0,-0.7009902556898064,-0.07434918834730689,2,1,-0.40124168605466753,2,0,1,1,-0.938376811805773,0,1,1,-0.7802276890037918"
"1830,0.0041185681317912485,-1.3837360532878724,2,1,1,0.6613991013752177,-1.5328147384142963,1,1,-0.40124168605466753,1,2,1,2,-0.938376811805773,0,1,1,-1.5139608115422998"
"1831,0.6718824858433398,0.6081921260332754,1,2,0,-0.7009902556898064,0.2034537735702149,0,1,-1.213934457288018,1,1,1,1,-0.938376811805773,1,2,1,-0.046494566465283826"
"1832,0.17105954755967837,0.7814032720612014,2,1,1,1.3425937799077299,0.3423552545289758,2,1,-1.213934457288018,2,1,1,1,0.03141133078780467,0,2,1,0.19808314104755217"
