"Id,Hours_Studied,Attendance,Previous_Scores,Sleep_Hours,Tutoring_Sessions,Physical_Activity,Exam_Score"
"772,17,86,61,7,2,3,66"
"773,24,91,66,7,2,3,69"
"774,26,75,70,5,0,2,68"
"775,24,98,66,8,2,1,71"
"776,11,93,94,9,4,4,69"
"777,16,94,76,7,2,3,67"
"778,19,67,98,8,2,2,64"
"779,20,71,66,9,1,5,63"
"780,24,71,52,6,2,3,66"
"781,21,71,57,8,2,1,66"
"782,12,94,61,6,3,4,69"
"783,22,61,82,6,4,4,64"
"784,24,63,59,8,1,3,62"
"785,23,71,69,7,3,5,66"
"786,26,68,90,8,4,3,70"
"787,25,69,56,7,2,4,67"
"788,23,92,54,8,0,1,68"
"789,20,83,77,9,0,3,67"
"790,10,60,85,9,0,4,62"
"791,23,77,96,8,1,1,67"
"792,21,76,83,8,0,5,68"
"793,22,65,97,7,2,4,64"
"794,12,87,62,7,2,4,64"
"795,14,88,67,8,2,3,66"
"796,26,89,92,7,2,2,72"
"797,20,89,91,8,2,3,72"
"798,24,60,83,9,2,3,66"
"799,20,98,75,7,4,1,72"
"800,20,93,51,4,1,3,69"
"801,26,96,64,10,2,3,72"
"802,17,61,58,6,1,4,60"
"803,21,97,53,7,0,2,69"
"804,17,92,89,8,0,3,68"
"805,17,93,57,9,3,2,69"
"806,18,64,68,10,1,5,62"
"807,21,90,99,6,2,2,71"
"808,17,98,70,9,1,2,70"
"809,28,87,57,7,2,4,68"
"810,15,83,84,10,1,2,68"
"811,19,98,90,9,1,2,70"
"812,17,78,64,7,0,3,65"
"813,29,84,90,6,0,3,73"
"814,21,79,64,4,0,4,66"
"815,26,97,85,8,2,3,71"
"816,11,63,56,9,2,3,62"
"817,22,80,71,8,2,3,68"
"818,25,87,76,4,1,4,70"
"819,20,92,86,5,0,2,34"
"820,26,83,83,8,2,2,71"
"821,17,96,93,10,2,4,70"
"822,28,98,59,7,1,3,72"
"823,34,63,83,9,2,2,69"
"824,18,76,56,5,1,2,63"
"825,17,61,74,7,0,2,62"
"826,29,73,76,7,2,3,68"
"827,29,81,51,9,2,5,70"
"828,17,96,54,6,1,4,69"
"829,17,94,92,10,2,2,68"
"830,18,65,64,7,2,1,65"
"831,12,64,67,5,3,2,59"
"832,14,84,82,5,3,3,66"
"833,14,81,61,6,0,4,64"
"834,15,71,60,8,5,4,63"
"835,20,96,71,6,5,3,72"
"836,21,97,53,6,0,3,67"
"837,29,76,96,8,2,2,94"
"838,14,96,97,4,2,3,70"
"839,26,75,72,6,0,3,66"
"840,19,89,60,5,4,2,69"
"841,20,79,74,6,2,2,64"
"842,24,65,55,7,1,3,63"
"843,13,97,70,7,1,4,71"
"844,22,78,54,7,1,3,65"
"845,21,89,85,9,1,5,68"
"846,23,75,64,7,1,3,64"
"847,22,61,76,10,1,2,64"
"848,35,64,51,8,2,5,66"
"849,16,80,76,6,1,4,68"
"850,17,88,50,10,3,5,67"
"851,16,73,96,7,1,3,66"
"852,17,88,75,10,2,3,68"
"853,16,88,55,7,3,3,66"
"854,27,88,67,7,3,4,71"
"855,29,80,52,8,4,4,71"
"856,17,97,77,7,0,4,68"
"857,15,80,56,9,3,3,64"
"858,23,78,74,10,3,4,67"
"859,17,68,65,4,0,2,64"
"860,24,72,88,8,3,2,68"
"861,21,62,74,6,0,3,62"
"862,11,85,92,4,0,1,64"
"863,29,70,97,8,3,3,70"
"864,31,72,98,8,0,4,68"
"865,16,91,63,8,2,3,69"
"866,18,73,88,8,3,4,65"
"867,22,70,72,8,2,3,67"
"868,22,67,71,6,2,2,65"
"869,24,91,93,7,0,2,71"
"870,32,65,57,8,2,3,65"
"871,19,78,74,9,2,5,66"
"872,15,80,80,7,0,5,65"
"873,12,87,53,7,2,1,65"
"874,16,85,93,7,1,3,68"
"875,20,92,66,5,2,2,68"
"876,31,62,83,8,0,2,67"
"877,17,72,96,5,3,3,65"
"878,21,71,86,8,2,2,66"
"879,20,66,94,7,0,4,63"
"880,27,72,53,5,1,5,70"
"881,35,72,75,5,1,5,72"
"882,17,81,78,6,2,2,67"
"883,17,87,84,6,0,3,67"
"884,26,75,56,9,1,5,66"
"885,24,89,83,7,1,3,66"
"886,31,73,57,8,2,4,69"
"887,24,72,53,9,0,4,62"
"888,18,82,73,9,2,4,66"
"889,24,61,80,7,0,3,64"
"890,27,63,98,6,1,2,67"
"891,25,77,85,8,2,1,71"
"892,23,98,80,6,1,2,73"
"893,26,89,61,10,0,3,68"
"894,27,64,58,8,2,1,66"
"895,28,94,80,7,3,4,35"
"896,24,89,61,8,1,3,72"
"897,19,84,85,7,1,3,68"
"898,21,93,56,6,1,3,68"
"899,27,76,67,8,1,4,69"
"900,15,69,89,7,1,2,63"
"901,22,80,92,10,0,2,70"
"902,18,82,67,6,1,3,66"
"903,20,82,60,8,3,4,66"
"904,28,83,98,6,1,2,72"
"905,21,98,88,6,1,3,71"
"906,20,96,90,4,3,2,72"
"907,12,95,61,8,4,1,69"
"908,24,92,71,6,2,2,71"
"909,24,98,53,9,3,2,69"
"910,33,64,55,8,1,3,68"
"911,18,71,61,7,2,4,61"
"912,21,80,65,5,2,1,68"
"913,21,94,100,8,0,3,72"
"914,29,80,71,6,0,3,70"
"915,19,90,85,5,0,5,73"
"916,22,66,95,8,3,3,67"
"917,24,70,62,5,2,4,65"
"918,21,89,57,4,1,2,68"
"919,17,67,62,9,3,3,65"
"920,21,74,94,6,1,1,97"
"921,26,71,83,4,1,3,66"
"922,14,74,73,6,2,3,67"
"923,21,88,91,6,2,1,70"
"924,16,75,62,9,3,4,66"
"925,27,82,62,5,1,4,69"
"926,11,64,78,5,2,4,62"
"927,17,92,90,8,1,3,68"
"928,22,75,63,6,1,2,67"
"929,29,86,61,7,0,4,68"
"930,20,89,74,6,1,2,69"
"931,17,68,57,10,1,1,62"
"932,31,95,87,5,2,3,75"
"933,11,85,79,7,2,3,65"
"934,7,77,76,9,2,3,63"
"935,23,67,94,6,1,2,66"
"936,17,98,87,6,3,5,71"
"937,14,90,57,8,0,3,66"
"938,24,68,71,9,2,4,66"
"939,21,74,66,6,1,4,66"
"940,17,92,90,9,1,3,71"
"941,12,88,86,7,3,3,68"
"942,25,91,74,8,1,3,71"
"943,24,78,91,9,0,3,68"
"944,19,89,71,8,2,4,68"
"945,31,75,90,7,2,2,68"
"946,14,68,52,6,2,2,62"
"947,11,85,57,10,0,5,65"
"948,16,99,88,6,2,3,71"
"949,20,72,56,7,0,6,63"
"950,21,78,84,8,1,4,68"
"951,19,87,86,8,1,4,69"
"952,22,82,83,10,1,2,69"
"953,12,94,91,7,3,3,71"
"954,29,90,76,7,0,1,71"
"955,20,62,95,9,0,3,62"
"956,27,100,78,7,2,2,70"
"957,22,90,75,8,1,3,70"
"958,23,95,75,7,2,2,73"
"959,23,86,96,8,3,2,71"
"960,23,94,62,8,2,0,69"
"961,24,64,85,6,0,3,66"
"962,28,74,62,4,1,3,65"
"963,21,95,55,4,2,1,71"
"964,24,68,98,4,2,2,68"
"965,19,63,56,7,2,3,64"
"966,29,92,84,4,2,3,71"
"967,16,93,71,7,0,2,67"
"968,31,67,92,7,2,3,66"
"969,20,94,89,8,1,4,71"
"970,11,87,57,8,0,2,62"
"971,21,81,73,8,3,2,67"
"972,16,93,51,8,3,2,67"
"973,25,77,71,7,0,3,66"
"974,16,68,85,7,1,3,64"
"975,17,71,62,6,2,3,62"
"976,9,80,91,7,1,3,65"
"977,17,81,53,5,0,1,63"
"978,5,92,52,9,2,4,64"
"979,10,92,51,6,1,3,65"
"980,25,83,64,7,0,2,68"
"981,25,91,73,7,2,3,72"
"982,23,68,55,9,0,3,64"
"983,14,62,100,4,1,3,62"
"984,20,95,100,7,3,2,69"
"985,20,63,76,8,3,4,64"
"986,13,70,78,10,1,2,61"
"987,29,88,96,7,2,2,72"
"988,25,76,88,6,1,3,66"
"989,19,95,58,10,2,3,69"
"990,20,72,90,8,2,2,65"
"991,21,60,62,9,2,3,64"
"992,8,72,72,5,3,4,62"
"993,19,83,77,8,1,4,66"
"994,16,75,86,5,0,1,62"
"995,14,81,58,5,3,4,66"
"996,18,95,54,8,2,3,70"
"997,31,96,93,8,3,3,75"
"998,24,71,91,6,3,2,67"
"999,17,78,76,9,4,2,66"
"1000,23,82,83,6,2,3,71"
"1001,28,98,86,7,2,2,75"
"1002,26,100,74,7,1,2,72"
"1003,20,69,63,7,2,2,64"
"1004,16,89,74,9,1,3,65"
"1005,24,75,98,5,1,3,67"
"1006,22,60,92,6,2,2,63"
"1007,25,60,73,5,1,2,62"
"1008,24,78,61,10,2,4,69"
"1009,26,80,94,7,1,2,70"
"1010,17,61,82,6,0,4,63"
"1011,28,87,70,7,2,2,71"
"1012,21,72,56,8,0,4,63"
"1013,32,82,88,8,0,2,71"
"1014,16,72,66,6,0,4,63"
"1015,30,67,80,6,0,4,68"
"1016,21,76,78,5,0,3,65"
"1017,16,69,85,7,0,3,66"
"1018,17,81,77,9,3,4,66"
"1019,18,68,82,6,0,3,66"
"1020,23,80,54,8,0,2,65"
"1021,23,66,83,6,0,2,66"
"1022,17,87,60,5,4,3,67"
"1023,20,90,70,8,0,3,68"
"1024,33,64,76,10,2,3,68"
"1025,30,79,84,8,3,3,69"
"1026,23,63,87,6,1,2,64"
"1027,20,84,85,6,0,3,67"
"1028,21,71,55,10,1,4,63"
"1029,24,81,69,7,3,3,67"
"1030,14,81,64,6,2,2,64"
"1031,18,97,70,7,0,2,66"
"1032,10,82,82,7,2,4,65"
"1033,22,83,60,8,4,2,68"
"1034,24,76,75,9,0,5,66"
"1035,17,98,94,9,0,3,71"
"1036,29,91,87,7,2,4,74"
"1037,13,71,86,7,2,3,65"
"1038,11,94,92,8,0,4,68"
"1039,21,77,70,6,2,2,68"
"1040,26,93,88,8,1,4,72"
"1041,30,93,53,7,3,2,74"
"1042,17,68,53,8,0,2,61"
"1043,26,88,67,10,0,3,65"
"1044,20,72,60,8,0,5,63"
"1045,19,72,76,7,1,2,66"
"1046,25,72,59,6,2,3,66"
"1047,24,89,99,7,2,4,73"
"1048,11,69,93,5,0,4,63"
"1049,29,60,99,8,0,4,68"
"1050,28,89,90,4,3,2,73"
"1051,16,67,98,8,0,3,63"
"1052,22,64,68,8,2,4,65"
"1053,23,70,75,7,0,4,66"
"1054,22,75,62,6,0,3,65"
"1055,17,79,82,7,0,2,66"
"1056,16,62,89,4,3,3,65"
"1057,20,99,75,8,2,2,70"
"1058,27,89,65,7,1,3,70"
"1059,23,73,75,9,0,3,68"
"1060,18,73,53,8,1,3,64"
"1061,25,78,86,7,1,3,68"
"1062,3,85,73,8,2,3,62"
"1063,27,66,95,6,1,3,68"
"1064,10,68,96,6,1,3,61"
"1065,18,94,56,7,1,3,69"
"1066,13,70,100,7,3,3,65"
"1067,12,75,98,6,2,2,65"
"1068,27,95,81,7,3,2,72"
"1069,17,87,91,7,3,3,70"
"1070,22,74,51,10,1,4,65"
"1071,20,87,99,7,3,3,69"
"1072,23,61,73,6,1,3,65"
"1073,20,89,95,7,3,2,69"
"1074,12,79,69,9,2,3,65"
"1075,26,93,89,9,0,3,72"
"1076,17,98,71,10,0,3,70"
"1077,11,97,68,7,0,2,64"
"1078,17,96,97,8,0,3,67"
"1079,29,80,85,5,0,2,69"
"1080,25,74,92,6,4,3,70"
"1081,18,79,77,5,1,3,65"
"1082,18,88,96,8,1,3,69"
"1083,18,95,87,7,5,2,74"
"1084,32,68,54,7,1,1,66"
"1085,22,97,88,6,1,4,72"
"1086,23,93,51,8,0,1,67"
"1087,26,99,91,4,2,4,75"
"1088,21,95,67,7,3,2,70"
"1089,18,71,80,7,1,4,63"
"1090,19,64,87,4,2,4,65"
"1091,20,64,82,8,3,3,64"
"1092,20,72,84,7,2,2,65"
"1093,24,85,95,8,2,4,70"
"1094,20,92,69,10,0,2,67"
"1095,24,96,77,7,0,2,67"
"1096,20,85,59,8,1,3,68"
"1097,20,60,73,9,4,4,65"
"1098,8,67,58,8,2,1,61"
"1099,25,64,82,6,2,3,63"
"1100,22,75,66,5,2,2,80"
"1101,26,80,93,8,2,1,69"
"1102,3,62,67,6,1,3,55"
"1103,33,74,64,9,2,4,70"
"1104,19,67,75,6,1,3,26"
"1105,27,86,59,7,1,3,68"
"1106,14,79,60,5,3,5,64"
"1107,24,80,89,6,1,3,69"
"1108,14,77,75,6,1,4,89"
"1109,16,98,60,6,1,3,67"
"1110,31,69,52,7,2,5,92"
"1111,19,81,73,6,1,3,67"
"1112,21,89,87,10,3,3,70"
"1113,25,82,68,8,1,3,68"
"1114,23,97,62,9,0,2,70"
"1115,21,75,70,7,3,4,67"
"1116,22,79,98,7,0,3,69"
"1117,34,64,71,6,0,4,67"
"1118,20,84,63,10,0,4,69"
"1119,21,72,78,7,0,1,63"
"1120,26,66,91,6,3,3,69"
"1121,27,82,51,6,1,3,66"
"1122,27,81,78,8,0,3,68"
"1123,24,63,92,9,4,4,69"
"1124,13,88,61,9,4,3,66"
"1125,30,85,96,6,1,4,72"
"1126,13,68,79,6,1,3,62"
"1127,22,79,76,9,1,2,67"
"1128,15,89,98,10,0,2,67"
"1129,20,81,56,7,1,3,67"
"1130,22,76,87,9,2,3,65"
"1131,22,73,91,5,1,3,67"
"1132,23,84,74,6,3,1,66"
"1133,30,98,50,5,0,2,70"
"1134,23,87,76,8,2,5,71"
"1135,19,63,58,7,2,3,64"
"1136,26,78,78,7,4,4,69"
"1137,27,96,87,9,0,2,72"
"1138,13,64,77,6,0,4,60"
"1139,24,100,82,7,1,3,71"
"1140,24,98,55,5,0,3,71"
"1141,18,63,55,9,2,2,66"
"1142,28,97,93,9,3,3,74"
"1143,19,75,52,8,0,4,64"
"1144,21,94,64,7,2,2,68"
"1145,19,77,97,6,4,2,66"
"1146,20,78,73,5,1,3,65"
"1147,13,85,84,7,0,5,64"
"1148,11,91,61,8,1,3,65"
"1149,30,61,64,10,4,2,69"
"1150,15,84,75,6,2,4,68"
"1151,14,67,82,7,1,3,62"
"1152,7,74,98,9,3,2,63"
"1153,16,74,79,9,0,4,65"
"1154,12,79,55,6,1,4,62"
"1155,30,73,68,7,0,2,35"
"1156,26,64,62,6,1,5,64"
"1157,16,66,63,6,2,3,61"
"1158,34,61,75,9,1,2,65"
"1159,26,79,66,7,1,5,67"
"1160,18,98,64,7,0,4,70"
"1161,5,65,98,7,1,3,59"
"1162,34,98,79,7,1,4,75"
"1163,12,89,63,7,4,2,67"
"1164,10,85,64,6,1,3,64"
"1165,26,86,91,9,3,3,72"
"1166,35,93,94,6,5,2,76"
"1167,28,64,84,6,2,2,69"
"1168,23,80,72,7,0,5,65"
"1169,24,88,88,10,2,1,72"
"1170,25,83,97,6,0,4,69"
"1171,25,93,58,8,0,4,71"
"1172,22,63,93,7,0,2,64"
"1173,21,88,92,7,2,3,74"
"1174,20,81,68,8,0,3,68"
"1175,15,75,65,4,1,4,66"
"1176,18,74,78,6,0,2,65"
"1177,10,85,64,8,2,3,67"
"1178,19,96,57,7,0,3,69"
"1179,14,80,98,7,2,2,66"
"1180,13,93,75,8,1,2,69"
"1181,21,76,74,6,2,3,67"
"1182,28,64,56,9,1,2,64"
"1183,26,62,75,8,2,2,67"
"1184,11,62,87,7,3,3,61"
"1185,14,75,62,8,0,2,61"
"1186,26,73,68,9,4,2,68"
"1187,14,89,59,6,2,5,66"
"1188,19,90,68,8,0,4,66"
"1189,23,62,93,10,2,4,68"
"1190,14,69,62,8,1,2,63"
"1191,21,71,51,7,3,3,66"
"1192,12,82,77,10,0,4,66"
"1193,16,66,79,7,0,3,66"
"1194,22,65,66,9,2,4,65"
"1195,10,98,82,6,2,2,69"
"1196,23,92,52,9,1,2,71"
"1197,20,67,67,6,1,2,66"
"1198,23,76,57,7,1,3,66"
"1199,21,74,61,6,0,4,65"
"1200,28,92,69,10,4,4,71"
"1201,21,80,75,7,3,2,30"
"1202,17,65,55,5,2,3,61"
"1203,21,90,55,7,1,4,70"
"1204,23,76,84,8,2,4,70"
"1205,20,71,70,7,0,4,65"
"1206,20,75,59,6,2,1,64"
"1207,16,80,62,9,0,4,68"
"1208,16,74,86,9,1,2,63"
"1209,12,70,53,5,2,3,63"
"1210,30,76,75,6,3,3,71"
"1211,13,61,68,7,1,2,58"
"1212,16,91,91,6,1,2,68"
"1213,16,67,90,8,1,4,65"
"1214,25,62,84,10,2,3,65"
"1215,18,86,69,6,2,2,68"
"1216,27,91,82,9,0,1,69"
"1217,16,93,82,5,5,1,71"
"1218,22,80,67,8,2,2,65"
"1219,15,68,94,6,0,5,64"
"1220,33,89,99,8,2,4,75"
"1221,13,88,66,4,1,4,67"
"1222,22,70,90,5,1,3,68"
"1223,24,96,75,8,1,1,72"
"1224,22,64,73,6,3,4,67"
"1225,19,99,69,7,1,3,72"
"1226,19,94,65,10,1,3,69"
"1227,20,88,96,7,0,3,68"
"1228,19,98,87,8,0,6,70"
"1229,26,89,72,6,1,3,69"
"1230,33,68,88,5,2,1,67"
"1231,17,78,86,7,0,3,63"
"1232,12,63,63,5,4,2,61"
"1233,19,76,59,6,1,3,66"
"1234,35,90,92,7,0,4,73"
"1235,15,75,91,7,0,3,67"
"1236,30,73,100,8,2,2,72"
"1237,30,84,51,8,1,4,69"
"1238,17,95,77,5,2,4,69"
"1239,23,62,85,6,1,3,63"
"1240,30,75,79,4,0,4,67"
"1241,18,66,86,6,0,2,63"
"1242,19,88,57,8,1,4,66"
"1243,17,64,50,9,2,4,62"
"1244,14,87,55,7,2,4,68"
"1245,16,71,69,9,1,4,65"
"1246,13,68,66,8,0,4,59"
"1247,20,97,94,7,1,1,72"
"1248,15,61,54,6,0,2,63"
"1249,21,78,72,4,1,4,68"
"1250,11,61,98,9,0,2,61"
"1251,22,79,75,7,1,3,65"
"1252,25,80,57,9,2,3,68"
"1253,8,73,65,6,1,4,61"
"1254,22,65,81,10,1,3,63"
"1255,27,75,51,7,1,2,67"
"1256,13,87,98,6,0,3,66"
"1257,30,91,78,7,3,2,75"
"1258,23,81,85,7,0,4,68"
"1259,16,84,75,7,2,3,65"
"1260,20,68,98,6,0,4,64"
"1261,23,71,79,4,2,3,67"
"1262,20,66,83,6,2,3,64"
"1263,23,70,93,9,0,2,67"
"1264,14,69,93,6,2,0,63"
"1265,21,81,51,4,0,2,67"
"1266,12,83,64,5,1,2,65"
"1267,19,98,62,7,1,2,70"
"1268,15,68,50,6,2,3,62"
"1269,16,86,94,7,2,3,69"
"1270,27,93,66,6,2,3,70"
"1271,27,82,67,9,1,2,68"
"1272,24,70,55,8,4,4,68"
"1273,13,71,99,10,0,3,64"
"1274,18,62,91,6,4,1,63"
"1275,27,72,79,7,2,2,68"
"1276,21,90,89,9,1,2,67"
"1277,34,62,89,8,3,4,68"
"1278,22,69,83,6,1,2,66"
"1279,21,88,59,8,2,1,67"
"1280,18,91,86,8,1,4,69"
"1281,21,78,78,4,2,3,68"
"1282,19,88,86,6,4,3,70"
"1283,24,76,77,7,3,4,68"
"1284,26,66,98,9,2,2,66"
"1285,15,76,81,8,2,4,67"
"1286,12,83,79,6,1,4,65"
"1287,9,98,92,6,0,5,67"
"1288,23,63,69,8,2,4,63"
"1289,13,80,66,4,2,2,64"
"1290,7,73,75,6,3,3,64"
"1291,22,80,79,9,0,3,66"
"1292,35,61,61,7,2,4,68"
"1293,20,73,84,6,0,3,67"
"1294,25,93,90,5,1,2,72"
"1295,20,82,79,8,1,4,67"
"1296,19,78,76,7,2,3,66"
"1297,26,71,65,7,1,3,66"
"1298,18,72,95,8,1,4,67"
"1299,22,75,88,7,0,3,65"
"1300,22,93,74,7,2,3,70"
"1301,16,99,83,5,0,4,69"
"1302,26,78,67,5,1,3,69"
"1303,19,76,53,8,1,4,66"
"1304,15,94,60,8,2,4,66"
"1305,23,77,54,8,1,3,67"
"1306,15,82,75,6,1,3,67"
"1307,20,69,81,8,2,4,67"
"1308,20,90,69,6,2,3,72"
"1309,27,81,77,9,1,4,68"
"1310,23,92,54,6,3,2,70"
"1311,20,91,88,6,1,4,69"
"1312,25,69,52,7,1,4,65"
"1313,28,89,82,8,0,3,72"
"1314,23,92,72,7,0,4,69"
"1315,20,74,59,7,5,4,68"
"1316,12,67,76,6,1,2,62"
"1317,14,60,89,7,2,3,60"
"1318,18,78,71,7,3,4,67"
"1319,16,74,68,6,2,4,67"
"1320,19,82,57,7,1,3,67"
"1321,20,68,80,7,0,4,63"
"1322,23,94,91,10,1,3,71"
"1323,20,70,78,6,0,2,66"
"1324,23,69,58,6,0,1,65"
"1325,20,79,83,7,2,2,69"
"1326,8,80,52,6,2,1,63"
"1327,14,69,92,5,3,2,64"
"1328,19,71,96,5,2,0,67"
"1329,13,67,80,6,1,2,62"
"1330,24,89,94,6,2,2,68"
"1331,29,91,54,5,2,3,71"
"1332,27,78,61,7,1,3,66"
"1333,19,89,66,4,1,1,69"
"1334,29,89,89,8,1,4,71"
"1335,21,66,74,6,2,4,66"
"1336,18,99,67,6,5,3,72"
"1337,16,93,58,8,1,4,70"
"1338,18,68,91,8,1,3,65"
"1339,18,67,51,6,0,2,64"
"1340,21,65,67,8,1,2,63"
"1341,21,66,62,9,3,2,32"
"1342,20,90,56,5,3,2,66"
"1343,23,79,59,8,1,4,68"
"1344,27,91,75,5,1,4,74"
"1345,26,90,71,9,0,2,71"
"1346,11,84,76,6,3,3,67"
"1347,5,87,86,6,2,3,66"
"1348,26,61,95,9,0,6,67"
"1349,12,72,56,8,3,1,62"
"1350,19,86,54,6,1,5,68"
"1351,13,60,66,7,2,3,62"
"1352,9,61,77,6,1,2,82"
"1353,23,94,55,5,2,2,70"
"1354,25,87,86,7,4,2,72"
"1355,17,71,78,6,0,4,64"
"1356,4,88,87,6,1,4,66"
"1357,17,92,68,9,0,3,68"
"1358,22,72,70,6,1,3,64"
"1359,11,61,90,7,0,3,61"
"1360,21,97,63,9,0,1,69"
"1361,20,74,69,7,2,2,68"
"1362,23,64,51,6,1,5,64"
"1363,21,80,78,7,1,4,67"
"1364,14,91,93,8,0,3,67"
"1365,27,69,51,8,1,2,65"
"1366,19,71,81,10,2,3,68"
"1367,20,70,92,6,2,3,67"
"1368,14,100,75,7,1,3,67"
"1369,17,68,66,5,1,4,64"
"1370,15,83,100,8,0,3,70"
"1371,19,97,53,7,2,3,69"
"1372,30,66,61,7,0,2,66"
"1373,12,99,94,6,2,3,69"
"1374,10,98,65,6,1,2,66"
"1375,29,95,91,7,1,3,73"
"1376,19,69,67,6,4,4,66"
"1377,16,85,91,7,0,2,69"
"1378,26,90,84,7,1,3,70"
"1379,16,99,73,5,1,5,71"
"1380,31,67,76,5,2,4,70"
"1381,24,91,59,6,0,4,69"
"1382,17,74,56,9,1,3,63"
"1383,33,67,86,6,4,3,71"
"1384,16,77,92,7,2,2,67"
"1385,24,92,86,5,3,2,73"
"1386,22,79,96,6,1,2,68"
"1387,28,82,95,5,0,3,69"
"1388,29,100,89,8,2,3,76"
"1389,20,76,95,5,4,3,68"
"1390,15,85,58,8,1,3,65"
"1391,23,75,87,8,0,1,66"
"1392,16,76,88,7,0,2,65"
"1393,32,88,58,8,3,3,69"
"1394,21,98,95,10,0,1,71"
"1395,18,82,50,8,1,3,66"
"1396,21,91,72,5,3,3,69"
"1397,12,64,51,9,2,4,59"
"1398,14,68,76,7,2,3,65"
"1399,27,80,71,10,4,2,72"
"1400,16,61,81,6,0,2,60"
"1401,14,70,88,9,0,4,64"
"1402,23,81,88,7,1,4,69"
"1403,27,61,86,10,3,3,70"
"1404,24,71,55,7,2,3,67"
"1405,26,81,71,10,0,5,67"
"1406,15,83,91,8,0,3,64"
"1407,11,97,83,8,4,2,68"
"1408,29,86,84,10,1,4,72"
"1409,18,77,61,6,1,3,65"
"1410,18,97,66,8,2,2,70"
"1411,28,91,98,7,2,5,75"
"1412,23,68,92,7,3,4,65"
"1413,23,65,58,7,1,3,63"
"1414,33,87,77,8,0,3,71"
"1415,16,82,75,8,2,2,66"
"1416,26,92,72,6,1,3,69"
"1417,20,90,74,7,0,3,68"
"1418,22,85,82,4,1,2,71"
"1419,29,99,98,8,5,2,77"
"1420,23,81,94,10,1,2,70"
"1421,23,65,94,7,1,3,66"
"1422,26,93,85,5,1,3,73"
"1423,18,70,51,8,1,3,62"
"1424,15,91,72,6,0,2,65"
"1425,14,98,76,7,0,2,71"
"1426,8,88,92,8,1,4,66"
"1427,32,84,96,8,1,3,72"
"1428,13,78,73,9,0,4,64"
"1429,19,75,65,7,0,4,63"
"1430,18,74,67,7,0,3,63"
"1431,22,85,79,8,5,2,72"
"1432,25,90,64,7,2,2,71"
"1433,25,87,96,6,3,2,72"
"1434,17,68,71,8,1,2,65"
"1435,19,80,100,5,0,3,67"
"1436,22,92,55,7,1,4,68"
"1437,19,79,59,5,2,2,66"
"1438,30,81,76,6,0,3,72"
"1439,23,91,93,6,3,3,71"
"1440,24,86,68,6,3,3,70"
"1441,24,76,92,9,1,3,68"
"1442,27,96,71,9,0,4,72"
"1443,21,67,93,9,1,3,66"
"1444,12,100,64,7,1,6,69"
"1445,22,65,74,6,2,1,65"
"1446,16,61,64,8,1,3,62"
"1447,17,96,61,7,1,1,69"
"1448,24,70,71,7,1,4,65"
"1449,27,89,67,4,2,4,69"
"1450,20,92,89,8,1,3,69"
"1451,22,94,87,8,2,5,73"
"1452,30,100,68,7,2,2,75"
"1453,21,72,100,8,3,3,70"
"1454,36,88,99,8,0,3,74"
"1455,23,65,96,6,0,3,65"
"1456,9,76,79,7,1,3,63"
"1457,25,94,71,5,4,4,74"
"1458,22,75,66,9,0,2,67"
"1459,28,84,51,8,3,4,71"
"1460,24,80,82,6,1,3,68"
"1461,19,86,78,8,2,4,69"
"1462,13,99,81,7,0,4,71"
"1463,19,62,79,6,7,2,66"
"1464,15,83,57,7,0,3,65"
"1465,17,95,85,8,1,2,66"
"1466,24,79,68,8,2,2,65"
"1467,30,63,76,10,1,4,67"
"1468,22,82,68,7,2,4,70"
"1469,13,73,51,7,1,4,63"
"1470,23,66,94,8,1,3,64"
"1471,27,94,57,7,1,1,71"
"1472,16,81,79,6,2,3,68"
"1473,19,97,94,6,2,4,72"
"1474,20,92,61,4,2,4,71"
"1475,15,88,71,8,1,2,64"
"1476,24,60,69,5,1,5,64"
"1477,19,77,54,6,3,2,66"
"1478,23,68,71,7,3,3,68"
"1479,15,96,74,7,2,2,68"
"1480,17,67,51,10,3,5,65"
"1481,24,71,74,5,1,3,67"
"1482,18,81,55,10,3,2,64"
"1483,30,71,95,9,1,4,70"
"1484,18,68,83,8,1,2,65"
"1485,21,84,53,9,2,3,65"
"1486,26,64,91,8,1,4,68"
"1487,11,62,68,4,2,3,61"
"1488,9,75,61,8,3,3,63"
"1489,11,89,63,5,0,2,65"
"1490,28,82,80,6,1,5,69"
"1491,17,77,54,7,1,2,64"
"1492,35,83,53,6,1,2,69"
"1493,17,75,81,8,3,3,30"
"1494,21,97,99,7,1,1,74"
"1495,29,62,74,8,1,3,66"
"1496,32,87,71,7,0,4,72"
"1497,32,96,97,7,1,5,73"
"1498,27,92,62,6,0,4,73"
"1499,26,67,62,5,0,2,63"
"1500,24,72,95,7,3,2,69"
"1501,25,89,82,6,2,6,71"
"1502,17,63,53,9,1,4,63"
"1503,15,92,84,5,0,5,69"
"1504,20,89,91,10,3,3,72"
"1505,19,89,64,7,2,4,68"
"1506,17,64,69,7,1,3,62"
"1507,24,89,60,6,1,2,68"
"1508,26,87,82,8,1,2,71"
"1509,21,93,83,7,1,3,67"
"1510,29,62,53,7,0,3,65"
"1511,13,61,84,8,1,3,60"
"1512,19,75,83,8,2,2,68"
"1513,16,66,52,9,1,3,59"
"1514,9,82,78,8,0,0,64"
"1515,20,97,81,6,2,3,71"
"1516,19,76,72,4,2,2,68"
